This file was created by CMPT_IND_RETS using the 201708 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
        Cnsmr  Manuf  HiTec  Hlth   Other
197010  -4.87  -5.13 -12.30  -4.42  -6.61
197011   0.06   1.24  -2.91  -0.25   0.22
197012  11.08   7.65   4.97   9.09   6.88
197101  14.30  11.58  17.89   8.44  16.15
197102   7.37   3.16   4.67   6.85   3.96
197103   6.07   3.93   9.42   4.64   6.09
197104   1.98   2.49   3.32   4.08   3.72
197105  -4.91  -4.94  -5.84  -0.49  -5.79
197106  -1.85  -1.57  -3.20  -0.50  -1.66
197107  -5.92  -4.47  -8.94  -6.10  -5.81
197108   3.97   3.74   5.05   4.70   5.14
197109   0.69  -1.50  -2.82   1.45  -0.05
197110  -5.64  -5.41  -7.68  -4.85  -6.30
197111  -3.59  -3.10  -2.50  -2.89  -4.00
197112  12.63  10.83  15.55  12.11  11.27
197201  10.17   8.91  17.74   6.67  11.60
197202   4.80   3.75   5.96   7.85   2.58
197203  -0.36  -0.20   0.15   0.44   0.30
197204  -0.07   0.48   0.23  -0.61  -0.16
197205  -2.47  -1.58  -1.41   0.27  -2.43
197206  -4.37  -2.50  -3.34  -1.18  -3.90
197207  -4.65  -1.54  -2.59  -1.96  -4.16
197208  -0.82   3.02   0.70   3.80   0.80
197209  -3.84  -2.35  -3.90  -3.67  -3.38
197210  -1.73  -0.63  -1.99  -4.44  -2.10
197211   6.07   5.80   2.92  -0.40   4.38
197212  -2.71  -1.27  -2.62  -0.09  -2.98
197301  -5.75  -2.03  -3.85  -8.10  -4.65
197302  -8.45  -6.28  -9.21  -7.34  -7.13
197303  -4.33  -1.56  -3.51  -3.02  -2.10
197304  -8.73  -4.87  -8.46 -10.00  -8.55
197305  -9.44  -6.71  -9.78  -8.81  -8.85
197306  -4.89  -2.46  -2.74  -4.27  -2.85
197307  11.95   9.46  16.18  14.64   9.84
197308  -5.42  -3.27  -6.06  -6.19  -4.35
197309   6.35   8.86  11.24   8.52   5.93
197310  -1.84   1.93   1.13   0.75  -1.30
197311 -20.15 -15.83 -21.58 -15.78 -16.29
197312  -5.95  -1.79  -4.73  -5.26  -4.11
197401  14.88  12.30  14.82   9.53  12.64
197402   1.34   0.83  -1.18  -0.81   0.80
197403   1.95   1.08   0.45  -0.62   0.37
197404  -4.98  -4.64  -5.98  -5.51  -5.86
197405  -6.22  -6.46  -7.00  -5.97  -7.89
197406  -2.98  -1.53  -4.32  -3.09  -3.83
197407  -5.44  -3.51  -7.79  -7.36  -5.81
197408  -7.85  -7.14  -8.55  -7.90  -8.98
197409  -8.49  -7.07 -11.05 -11.78  -7.04
197410   6.93  11.61   6.51  19.96   8.44
197411  -6.12  -3.55  -5.75  -1.61  -5.10
197412  -8.49  -6.20 -10.07  -8.27  -7.73
197501  31.17  25.31  34.68  27.65  29.02
197502   4.88   4.79   8.32  11.84   5.86
197503  11.71   5.67  11.55   5.19   7.15
197504   3.38   4.64   6.70   3.80   1.66
197505   6.89   7.32  10.84   8.65   7.04
197506   8.06   8.17   8.65   5.43   6.00
197507   0.83  -1.59  -2.42  -2.52  -0.67
197508  -4.38  -3.82  -6.12  -7.68  -4.95
197509  -2.65  -3.24  -4.39  -5.04  -4.38
197510   3.99   1.22   0.48   1.88   0.61
197511   4.00   1.62   1.61   2.66   0.77
197512  -0.68  -0.77  -2.24  -0.75   0.52
197601  20.41  18.29  24.58  17.01  16.65
197602  14.10   8.79  14.04   7.48  10.81
197603   1.67   1.65   2.98   1.90   2.76
197604  -1.24   0.05  -1.14  -3.51  -0.16
197605  -4.00   0.25  -3.21  -1.81  -1.83
197606   1.16   3.78   5.82   2.57   2.73
197607  -0.64   0.86  -1.36   0.80   0.75
197608  -2.24  -1.07  -2.62  -1.52  -1.23
197609   0.40   2.75   1.30   2.06   1.45
197610  -2.77  -1.87  -3.78  -1.10  -1.43
197611   2.67   2.38   3.05   1.06   2.63
197612   9.48   9.25  12.39   9.24  10.32
197701   2.17   4.51   5.33   3.71   3.62
197702  -0.26   0.02   0.70  -0.50   0.89
197703   0.01   0.84   1.89   0.65   1.68
197704   0.79   2.39   1.37  -1.12   2.37
197705   0.01   0.03   0.34   0.04   0.89
197706   4.49   5.68   6.16   7.14   5.39
197707   1.16  -0.17   1.13   0.86   2.28
197708  -0.15  -1.22   0.44  -0.43   0.07
197709   1.87   0.47   0.86   4.78   1.70
197710  -1.83  -3.05  -2.56  -0.35  -2.16
197711   6.71   6.88   9.12   8.17   7.08
197712   1.53   1.71   3.40   3.92   2.37
197801  -1.14  -2.23  -2.15  -1.42  -0.30
197802   3.20   2.07   2.49   1.86   2.55
197803   6.95   5.29   9.52   8.91   6.85
197804   7.72   7.30  11.54  10.94   7.79
197805   7.38   5.80  11.59   8.29   6.17
197806   0.42   0.42   0.50   0.73   1.87
197807   3.15   5.41   7.31   8.94   5.60
197808   9.84   6.82  16.78   9.74   9.01
197809   1.05  -0.14   0.75  -0.25   0.64
197810 -19.00 -17.18 -23.79 -22.79 -16.35
197811   4.10   4.84   7.99   7.87   2.68
197812  -0.05   1.15   4.02   3.32   1.71
197901   9.37   9.60  11.74   8.97   8.33
197902  -2.68  -1.46  -3.35  -4.45  -1.13
197903   6.58   9.35  11.13   7.30   7.54
197904   2.28   2.61   3.01   1.10   3.18
197905  -1.37  -0.75  -1.43  -1.31   0.53
197906   2.58   7.34   5.19   4.46   5.99
197907   1.37   2.71   1.79   2.89   2.69
197908   7.17   8.01   9.45   7.62   6.77
197909  -0.82   0.15  -0.34   1.32  -0.27
197910  -9.59  -9.26  -9.17  -9.27 -10.17
197911   3.83   7.68  10.92   9.77   5.98
197912   4.51   7.63   9.79   7.15   6.23
198001   7.34  11.43  13.68   8.25   9.70
198002  -1.32  -0.97  -0.70  -3.28  -0.67
198003 -15.13 -16.34 -18.82 -13.64 -15.95
198004   3.51   5.51   5.69   6.22   5.85
198005   7.89   5.95   6.94  10.93   7.76
198006   3.85   4.26   3.15   1.94   5.15
198007   8.26   8.04  16.51  13.17   8.53
198008   6.20   5.63  12.70   8.70   5.65
198009   3.70   5.47   6.40   6.60   4.64
198010   1.86   4.36   7.22   6.41   4.77
198011   2.39   9.42  10.34   7.72   6.17
198012  -3.01  -3.93  -3.58  -2.17  -2.56
198101   3.13  -0.91  -2.53   2.90   1.15
198102   1.63   0.23  -2.10  -1.81   1.37
198103   7.78   6.30   8.27  11.85   7.26
198104   4.80   0.03   5.98   7.14   3.03
198105   2.71   2.18   7.63   3.72   1.75
198106   1.65  -1.27  -5.26  -2.14   0.19
198107  -2.19  -0.09  -5.34  -4.24  -2.14
198108  -6.54  -7.10 -11.97 -11.01  -6.44
198109  -6.38 -10.52  -9.69  -7.72  -8.61
198110   6.03   6.34  10.45   9.42   6.99
198111   1.19   1.75   2.29   1.41   2.40
198112  -1.01  -2.68  -1.78  -1.68  -2.22
198201  -0.37  -2.78  -1.01  -0.77  -2.13
198202  -2.28  -6.47  -5.73  -3.09  -4.17
198203   1.09  -2.37  -1.17  -0.23  -1.25
198204   6.17   3.11   8.32   9.71   5.42
198205  -1.54  -2.45  -3.50  -3.71  -2.41
198206  -0.61  -4.77  -4.81  -2.90  -3.25
198207   0.74  -3.93  -1.29   0.47  -1.38
198208   4.61   6.79   6.06   6.13   6.99
198209   5.00  -0.24   4.89   5.50   4.14
198210  12.96   9.99  18.06  15.50  13.47
198211  10.67   4.22  14.38  14.87  10.57
198212   2.19   1.70   3.84   4.06   1.87
198301   8.40  10.86  16.13  12.43  10.58
198302   8.13   2.43   8.53   8.44   4.95
198303   7.56   3.17   2.69   6.07   6.45
198304   8.94   6.64   6.73   8.62   9.16
198305   7.88  10.03  11.83   8.13   8.52
198306   6.71   3.80   6.05   5.70   4.03
198307  -1.35  -0.17  -6.03  -6.93  -1.39
198308  -4.15  -2.05  -5.35  -4.25  -1.50
198309   1.47   0.29  -1.38  -2.67   0.50
198310  -4.53  -4.62 -10.74 -10.68  -4.69
198311   3.93   1.88   4.88   0.48   2.67
198312  -2.15  -1.53  -4.02  -5.86  -1.55
198401  -1.09   2.24  -2.14  -1.77   0.81
198402  -5.50  -4.69  -9.33  -5.67  -4.66
198403   1.13   1.63  -0.51   0.23   0.30
198404  -1.80  -1.02  -2.70  -1.04  -2.75
198405  -3.90  -4.14  -6.27  -7.71  -5.38
198406   2.87   0.33   2.70   2.57   0.93
198407  -3.51  -4.93  -7.49  -5.18  -3.84
198408   8.66   8.65  11.43  12.79   7.30
198409   0.13   0.18  -3.06  -2.79   1.60
198410  -2.11  -3.12  -4.09  -2.03  -0.56
198411  -2.80  -2.78  -5.39  -5.03  -2.50
198412   0.65   0.37   0.52  -0.01   1.07
198501  11.10   9.37  17.70  17.55  12.07
198502   4.33   4.01   6.03   7.66   4.41
198503  -1.08  -0.84  -3.75  -2.09   0.63
198504  -1.52  -1.38  -4.17  -0.02   0.29
198505   3.04   1.59   1.02   3.30   3.12
198506   1.09  -0.96  -0.16   2.06   2.23
198507   1.08   1.71   2.85   0.91   2.28
198508  -0.46  -0.87  -1.70  -1.55   0.96
198509  -4.47  -5.23  -8.25  -7.13  -5.32
198510   1.83   1.37   0.84   2.41   2.79
198511   5.88   4.64   5.49   5.54   5.83
198512   3.80   1.02   3.60   3.92   3.59
198601   3.85   2.07   4.09   4.94   6.40
198602   7.58   3.61   5.65   3.81   8.32
198603   6.34   3.84   3.31  10.02   4.67
198604   2.09  -0.04   2.70   0.79   1.72
198605   4.99   3.48   3.10   4.57   3.44
198606   2.56   0.72  -2.19   2.41   1.46
198607  -8.16  -7.01  -9.70  -8.67  -6.33
198608   0.33   3.81   0.97   0.21   2.13
198609  -6.77  -4.65  -7.72  -9.25  -6.10
198610   3.58   1.89   3.12   3.57   1.78
198611   0.24  -0.96   0.17  -1.47  -1.83
198612  -4.19  -2.90  -4.30  -5.25  -3.43
198701   8.99  13.70  14.16  12.15  10.89
198702   7.19   6.33  10.11  14.77   5.81
198703   2.53   5.61   1.32   3.09   2.77
198704  -2.76  -1.07  -0.71  -2.51  -2.72
198705  -0.65   2.47   0.55  -1.22  -0.83
198706   3.54   3.37   0.68   2.01   2.21
198707   3.43   6.51   1.90  -0.44   2.45
198708   2.15   0.62   1.81  -0.09   2.18
198709  -2.14  -1.33  -0.91  -2.10  -1.83
198710 -29.43 -26.19 -31.00 -32.67 -24.85
198711  -6.73  -4.41  -7.55  -6.36  -4.16
198712   3.14   2.89   6.35   1.44   1.44
198801   7.19   7.83   7.11  12.55   8.31
198802   8.87   6.04   7.10   7.47   4.82
198803   4.40   4.34   3.59   6.10   2.18
198804   1.98   2.22   1.83   1.54   0.05
198805  -1.07  -0.74  -3.41  -2.26  -1.71
198806   4.96   4.55   6.55   5.05   4.52
198807   0.32  -0.01  -1.11  -0.14   0.46
198808  -2.00  -2.43  -3.49  -1.92  -1.71
198809   3.51   1.43   2.12   2.12   1.35
198810  -0.63  -1.12  -2.68  -3.92  -0.83
198811  -4.39  -3.06  -4.90  -6.80  -3.56
198812   2.02   2.76   3.88   2.92   0.71
198901   5.58   6.16   7.70   6.45   6.18
198902   0.65   0.44  -1.03  -1.16   1.19
198903   2.65   2.35   1.25   2.14   0.79
198904   3.89   3.58   3.76   4.45   2.25
198905   3.38   2.70   3.10   4.53   2.21
198906  -1.78  -1.11  -1.90  -5.03   0.08
198907   3.76   3.42   0.99   4.68   3.01
198908   1.37   2.43   1.80   1.89   2.33
198909  -0.81   0.47   0.46   2.74   0.26
198910  -6.77  -4.54  -4.34  -4.72  -5.27
198911  -1.72   0.19  -2.34   0.55  -1.29
198912  -1.02   1.21  -1.20  -1.93  -3.84
199001  -5.64  -4.23  -5.66  -5.58  -5.14
199002   1.80   2.94   3.24   1.69   0.81
199003   3.56   3.75   3.92   4.57  -0.07
199004  -2.42  -2.66  -2.06  -0.88  -3.42
199005   4.29   4.77   7.78   8.13   2.01
199006   0.61  -0.09   1.08   5.14  -0.70
199007  -4.38  -0.48  -5.37  -0.60  -3.57
199008 -13.40  -8.12 -14.53 -10.46 -11.35
199009  -9.97  -4.67  -9.40  -8.24  -8.83
199010  -6.70  -5.76  -4.91  -3.89  -7.30
199011   4.08   2.59   4.37   6.71   3.61
199012  -0.24  -0.90  -0.09   3.48  -0.73
199101   9.59   5.40  14.71  13.39   7.22
199102  12.46  10.43  13.87  21.21  15.26
199103   8.77   4.49  11.18  15.90   7.17
199104   2.36   1.80   5.83   4.16   3.12
199105   4.26   2.96   1.04   6.14   2.75
199106  -2.25  -3.60  -5.76  -4.24  -2.89
199107   2.34   4.19   3.57   7.81   2.91
199108   3.12   2.42   3.98   6.28   2.54
199109   0.61   0.18   1.95   7.50  -0.75
199110   1.12   2.18   3.48  10.61   1.29
199111  -2.94  -1.90  -3.85  -0.38  -2.29
199112   3.64   1.89   3.74  10.78   3.63
199201  13.40   9.50  19.46  24.78  18.71
199202   7.00   4.03   7.59  -0.96   6.98
199203  -0.04  -0.38  -1.91  -7.12  -0.21
199204  -4.38  -1.59  -5.05 -11.48  -1.12
199205  -1.28   1.50  -1.34  -1.30   2.26
199206  -4.41  -3.75  -6.72  -6.10  -2.15
199207   2.17   2.52   1.52   3.60   3.76
199208  -2.01  -2.22  -4.31  -3.84  -2.29
199209   1.49   1.91   1.88  -1.50   1.46
199210   3.13   0.72   3.77   3.84   1.28
199211   8.58   4.80  10.47  12.29   5.62
199212   3.30   2.71   4.91   0.95   5.17
199301   6.24   6.08   7.14   3.23   9.19
199302  -2.59   2.55  -2.15 -12.75   0.68
199303   3.32   3.43   1.60   0.13   3.78
199304  -2.58  -0.26  -3.35  -4.02  -0.76
199305   4.66   3.67   6.83   6.36   1.79
199306   0.27   1.56   3.22  -0.02   1.37
199307   0.47   1.13   1.31  -2.47   3.07
199308   2.72   4.67   6.76   1.90   3.59
199309   2.55   0.81   3.83   4.49   3.38
199310   4.22   2.28   5.86   6.79   3.40
199311  -0.83  -3.13  -2.05  -4.39  -2.79
199312   0.81   1.71   1.08  -0.81   1.47
199401   2.46   5.45   5.75   6.38   5.27
199402  -0.28   0.38   0.23  -2.93  -1.51
199403  -3.84  -3.99  -4.86  -7.01  -3.57
199404  -1.73   0.37  -2.18  -4.52  -0.69
199405  -1.97  -0.01  -0.97  -0.19   1.29
199406  -3.70  -1.52  -5.07  -5.28  -0.90
199407   0.83   2.60   2.51  -0.51   0.96
199408   4.33   2.76   5.85   6.91   2.47
199409   0.19   0.60   3.02   1.12  -0.13
199410  -0.11   0.41   4.04  -1.56  -1.76
199411  -4.45  -5.01  -2.86  -2.53  -5.28
199412  -3.71  -0.25   0.89  -4.29  -0.52
199501   1.58   1.29   3.82   7.36   4.01
199502   2.31   2.98   4.55   2.66   3.18
199503   0.36   1.58   3.80   3.13   1.52
199504   1.11   2.41   4.04   2.17   2.26
199505  -0.26   2.45   2.46   3.91   2.11
199506   3.53   2.83  10.69   9.82   4.33
199507   4.68   4.22   9.64   9.85   5.04
199508   1.69   1.54   4.37   8.11   4.47
199509   1.79   1.44   4.16   5.78   2.68
199510  -6.30  -4.74  -5.63  -6.43  -1.90
199511   0.56   1.46   2.43   1.17   1.92
199512  -1.82   1.16  -0.95   7.25   1.31
199601   1.55   2.83   0.28   9.49   3.32
199602   3.58   2.42   6.97   5.26   2.32
199603   4.98   2.73   0.88   3.32   2.53
199604   5.39   6.02  12.11   7.46   2.73
199605   8.44   5.14  10.87   7.43   4.67
199606  -2.98  -1.68  -7.62  -6.47  -0.78
199607  -8.55  -6.69 -13.66 -14.55  -5.35
199608   4.41   3.85   4.88   5.37   4.49
199609   1.51   3.02   4.28   3.97   2.93
199610  -3.15   0.72  -5.58  -7.23  -0.43
199611   1.76   4.21   2.05   0.86   2.48
199612  -2.08   0.82  -2.63   1.01   0.15
199701   4.73   6.49   8.62   9.44   5.66
199702  -0.32  -2.74  -6.26  -1.36   1.68
199703  -4.09  -2.59  -9.16  -9.84  -3.33
199704  -2.77  -1.07  -3.40  -6.71  -0.46
199705   7.06   9.08  14.42  10.26   6.29
199706   4.17   4.23   3.18   2.70   5.57
199707   3.23   5.83   6.85   1.19   6.04
199708   2.37   3.86   6.96   2.81   1.58
199709   7.83   7.44   9.31  11.38   8.66
199710  -2.26  -2.03  -4.94  -2.22  -0.01
199711  -1.26  -2.08  -4.40  -4.90  -0.15
199712  -4.98  -2.76  -7.21  -6.83   2.17
199801   1.01  -0.48   3.47   2.27   1.05
199802   7.09   5.31   8.05   4.83   5.67
199803   5.31   3.88   4.92   3.71   5.59
199804   3.35   1.33   4.27  -0.42   3.13
199805  -2.69  -4.47  -7.87  -4.12  -3.56
199806  -1.97  -4.23  -2.31  -6.36  -1.57
199807  -5.34  -7.95  -6.67  -5.45  -4.05
199808 -19.69 -17.11 -23.81 -24.66 -18.70
199809   0.41   3.40   5.77   7.57   3.67
199810   3.89   3.74   6.52   4.98   1.11
199811  11.37   1.73  16.56   7.22   4.49
199812   4.45  -1.95   5.60   2.02   1.66
199901   5.16   2.50  15.69   8.89   4.58
199902  -4.10  -5.85  -7.01  -7.25  -2.51
199903  -3.22   0.64   0.32  -1.90  -1.99
199904   8.02  12.38  10.31   3.21   7.29
199905   3.49   2.92   6.52   5.89   1.50
199906   2.83   3.48   7.35   3.66   2.27
199907  -1.08   1.34   1.87   3.94   0.03
199908  -6.90  -2.50  -1.02  -1.63  -4.30
199909  -3.20  -3.02   1.84  -1.35  -2.94
199910  -2.52  -3.17   4.95  -2.71  -0.03
199911   4.38   1.52  27.41  13.21   2.85
199912   1.74   3.02  24.80  15.82   1.62
200001   1.45   3.80  11.42  24.04  -0.74
200002   3.10   3.82  33.14  43.00   1.16
200003   4.25   6.21  -3.39  -9.05   1.80
200004  -5.30  -1.82 -19.99 -13.74  -3.94
200005  -4.92  -0.33 -14.25  -7.34  -2.35
200006   2.16   2.57  16.56  19.12   2.49
200007  -1.58  -0.86  -8.39  -2.45   1.84
200008   2.99   6.42   8.88  12.80   4.14
200009  -4.19  -2.15 -11.42  -0.14  -0.98
200010  -5.26  -3.49 -12.99  -8.14  -3.67
200011  -9.46  -6.30 -26.72 -13.72  -5.70
200012  -2.69   6.28  -9.11  -3.65   2.76
200101  24.22  10.83  47.34  22.06  15.58
200102  -2.14  -1.49 -21.53  -9.21  -2.00
200103  -3.90  -3.14 -16.38  -9.38  -2.62
200104   5.54   5.96  12.98  12.55   4.17
200105   8.05   5.22   3.87  13.56   7.07
200106   2.31  -2.87  -0.12   7.27   2.92
200107  -0.45  -2.72  -9.86  -2.73   1.20
200108  -0.49  -3.22 -10.21  -2.83  -1.23
200109 -12.93 -12.60 -19.11 -11.85  -9.34
200110   4.32   4.59  19.13  11.88   1.72
200111   7.80   3.46  15.26   7.12   5.62
200112   5.98   5.02   8.65   6.36   5.57
200201   4.61   0.39   1.93  -3.23   2.91
200202  -0.71   0.55 -11.93  -7.94  -0.13
200203   8.27  10.20   9.83   6.42   6.23
200204   5.07   1.38  -6.55  -6.26   3.57
200205   1.13  -3.21  -6.94  -3.89   0.25
200206  -4.72  -5.18 -13.89 -10.09  -2.80
200207 -12.88 -12.41 -15.11 -11.06  -9.21
200208  -0.89   0.47   0.64  -0.66   0.95
200209  -7.88  -8.38 -13.99  -8.70  -5.41
200210   1.53   2.11  12.36   4.70   1.69
200211   9.35   7.92  26.89  11.36   6.78
200212  -4.50  -2.81 -11.01  -7.08  -1.29
200301  -2.43  -0.94   1.71   1.71   0.68
200302  -4.02  -2.35  -3.33  -2.67  -1.56
200303  -0.04  -0.38   1.00   4.83   1.84
200304   9.45   7.07  12.85  15.46   8.29
200305   8.68  12.10  22.90  23.67   8.63
200306   5.81   2.93   5.96   8.72   4.18
200307   6.98   3.51  11.83   6.73   6.15
200308   5.75   6.00   7.17   4.61   2.94
200309   0.61   0.20   3.57   7.21   1.73
200310   8.86   7.73  11.98   5.05   7.34
200311   3.18   3.63   5.00   2.69   3.89
200312   2.58   8.45   0.77   4.07   3.12
200401   5.06   4.92  11.97  11.95   4.14
200402   3.42   2.14  -2.54   0.45   2.17
200403   0.89   1.08  -1.96   0.31   1.10
200404  -1.26  -0.76  -7.01  -1.19  -3.29
200405  -0.67   0.44   1.74  -3.95   0.36
200406   3.29   6.19   1.00  -0.09   2.53
200407  -5.37  -3.25 -12.94  -9.98  -2.95
200408  -2.84  -1.41  -2.98   0.17   0.09
200409   2.97   5.65   4.25   4.22   3.62
200410   1.84   0.91   3.48  -1.17   2.39
200411   8.78  10.63   9.95   8.20   6.91
200412   5.67   3.94   8.76   7.64   4.64
200501  -2.06  -1.40  -7.53  -4.13  -2.16
200502   1.00   5.51  -0.18  -2.04   0.84
200503  -1.07  -0.89  -4.50  -7.30  -2.22
200504  -5.56  -6.51  -8.11  -3.49  -4.43
200505   5.65   4.42   6.38   4.96   3.87
200506   4.17   4.88   2.14   3.30   2.96
200507   6.07   8.24   6.84   8.74   4.81
200508  -3.27   0.82  -1.06  -0.93  -1.12
200509  -2.10   2.91   1.09   0.31   0.56
200510  -3.19  -5.77  -3.41  -4.63  -1.09
200511   3.79   3.25   4.80   2.31   3.47
200512   0.18   2.10   1.14   0.07   0.60
200601   6.45  11.71   8.71  11.31   4.75
200602   1.20  -1.89   0.90   2.20   0.57
200603   4.15   5.06   5.34   2.72   3.44
200604   1.21   3.88   0.23  -3.82   0.65
200605  -3.88  -4.91  -7.66  -7.48  -2.16
200606  -0.61   0.12  -2.82  -2.08   0.41
200607  -3.82  -2.23  -5.13  -4.69  -2.34
200608   1.15   0.60   4.23   3.65   1.25
200609   3.45  -2.00   1.34  -0.45   1.61
200610   5.54   6.14   4.39   6.52   3.81
200611   1.36   4.52   2.46   2.68   2.48
200612   1.98  -0.40   1.44   1.40   1.83
200701   3.27   1.58   2.77   4.59   1.23
200702   0.40   1.55   0.44   0.12  -0.85
200703   1.14   2.12   0.46  -0.04  -0.95
200704   1.96   4.46   2.36   5.07   0.53
200705   2.20   4.08   2.75  -0.22   2.43
200706  -0.68   0.59   1.27  -3.71  -1.60
200707  -5.90  -3.84  -3.30  -5.05  -6.63
200708  -2.28  -1.73  -1.76   0.08  -0.17
200709  -0.46   3.12   2.74   3.07   0.44
200710  -0.34   2.77   2.85   2.60  -1.17
200711  -9.07  -7.64  -9.97  -8.24  -7.27
200712  -2.83   1.78  -0.33  -2.68  -2.90
200801  -4.54  -6.95  -9.92  -5.25  -1.04
200802  -3.95   1.02  -3.46  -1.66  -4.39
200803  -1.53  -1.80  -2.90  -5.62  -2.19
200804   2.14   6.06   2.91   2.21   0.04
200805   2.28   8.71   5.24   3.45  -0.25
200806 -11.92  -3.82  -8.79  -6.93 -12.87
200807   0.90  -4.04  -1.17   6.49   2.61
200808   3.96   1.13   2.06  -0.05   3.23
200809  -8.97 -16.63 -14.56 -12.99  -5.94
200810 -24.40 -25.05 -22.93 -18.83 -17.50
200811 -17.67 -14.42 -14.24 -13.86 -12.06
200812   5.16  -0.57   3.53   7.05   1.92
200901  -5.89  -5.55  -0.08   6.07  -8.91
200902  -9.57 -16.57  -8.71 -11.71 -11.74
200903  15.82   8.77  12.51  13.25  12.49
200904  33.34  23.90  20.90  13.99  17.66
200905   8.37  11.56   8.74  18.33   6.59
200906   3.46   0.16   7.05  10.78   0.31
200907  12.67  10.16   8.49   9.13   5.97
200908   7.59   6.11   7.74   5.85   5.80
200909   6.38  10.40  10.84   8.46   2.45
200910  -3.64  -5.24  -6.23 -10.61  -7.09
200911   1.93   3.64   2.99   3.22  -0.42
200912   6.52   8.22   8.78   7.97   3.61
201001  -0.77  -2.56  -3.16   0.07   2.05
201002   5.76   4.35   5.02   1.97   2.46
201003  10.01   6.92   8.46   8.30   7.14
201004   7.31   8.10   5.91   7.05   9.22
201005  -7.37  -9.31  -7.01  -9.05  -8.24
201006  -9.17  -6.79  -6.19  -7.66  -8.77
201007   6.37   7.93   6.64   2.92   4.35
201008  -7.87  -6.51  -6.15  -5.58  -7.45
201009  12.40  10.95  13.71  11.33   8.05
201010   3.89   6.16   6.01   2.67   2.64
201011   3.77   4.69   1.66   0.11   1.22
201012   5.77   8.93   8.07  10.94   9.01
201101  -0.57   3.19   3.20   1.30   1.77
201102   4.12   5.46   5.48   3.53   2.83
201103   1.16   3.19   0.85   2.81  -0.55
201104   2.30   0.45   1.38   5.09   0.35
201105  -1.09  -3.49  -1.86  -0.15  -2.67
201106  -1.54  -2.66  -2.90  -4.19  -2.15
201107  -1.89  -0.97  -4.80  -3.25  -1.88
201108  -8.91  -9.90 -10.04 -11.35  -8.23
201109  -9.31 -14.40 -11.09  -9.42  -9.88
